song_name,artist_name,artist_id,release_date,album_name,Lyrics
Declaration of Nutopia,John Lennon,16450,,,"We announce the birth of a conceptual country, NUTOPIA. Citizenship of the country can be obtained by declaration of your awareness of NUTOPIA. NUTOPIA has no land, no boundries, no passports, only people. NUTOPIA has no laws other than cosmic. All people of NUTOPIA are ambassadors of the country. As two ambassadors of NUTOPIA, we ask for diplomatic immunity and recognition in the United Nations of our country and its people. John Ono Lennon Yoko Ono Lennon Nutopian Embassy One White Street New York, N.Y. 10013 April 1st, 1973"
Don’t Let Me Down,John Lennon,16450,,,"Don't let me down Don't let me down Don't let me down Don't let me down Nobody ever loved me like she does Ooh, she does Yes, she does And if somebody loved me like she do me Ooh, she do me Yes, she does Don't let me down Don't let me down Don't let me down Don't let me down I'm in love for the first time Don't you know it's gonna last? It's a love that lasts forever It's a love that has no past Don't let me down Don't let me down Don't let me down Don't let me down
And from the first time that she really done me Ooh, she done me She done me good I guess nobody ever really done me Ooh, she done me She done me good Don't let me down Don't let me down Don't let me down Don't let me down Don't let me down Don't let me down Don't let me down Don't let me down"
Do The Oz,John Lennon,16450,"{'year': 1970, 'month': None, 'day': None}",Imagine: The Ultimate Collection,"Do the oz Do the oz Do the oz, babe Do the oz Do the oz Do the oz, babe Do the oz Do the oz, babe Put your left hand in Your right hand out Do the oz, babe Dance all about Do the oz Do the oz, babe Do the oz Do the oz, babe Do the oz Do the oz, babe Pull your right leg up Your left leg down Do the oz, babe Get it all around
Do the oz Do the oz Do it, do it, do the oz Ah, do the oz Do the oz Do the oz Do it, do it, do it Do it, do it Do the oz Pull your left wing in And put your right wing out Do the oz, baby Spread it all about, ow! Do the oz Uh, uh D'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do D'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do - d'do D'do - d'do - d'do - d'do - d'do - d'do Now, now, now, now, now, now, now Do it, do it, do it, do it, do it Do it, do it, do it
Well, do the oz Yeah, do the oz Yeah, do the oz, oz, baby Well, do the oz, oz, baby Well, do the oz, oz, baby Well, do the oz, now, baby Do it!"
Do You Want to Dance?,John Lennon,16450,"{'year': 1975, 'month': 2, 'day': 17}",Rock ‘N’ Roll," Hello  Well, do you want to dance, hold my hand? Tell me I'm your loving man Baby, do you want to dance? Well, do you want to dance under the moonlight? Hug and kiss all through the night, now Baby, do you want to dance, dance, dance?  Well, do you, do you, do you, do you want to dance? Do you, do you, do you, do you want to dance? Baby, do you want to dance? All right, all right  Look out (Do you, do you, do you, do you want to dance?) Do you want to dance? (Do you, do you, do you, do you want to dance?) (Do you, do you, do you, do you want to dance?)  Well, do you want to dance, make romance? Kiss and squeeze, yeah, yeah Do you want to dance? All right, now dance Well
 Beep, Beep Wow  (Do you, do you, do you, do you want to dance?) Do you want to dance? (Do you, do you, do you, do you want to dance?) (Do you, do you, do you, do you want to dance?)"
Every Man Has a Woman Who Loves Him,John Lennon,16450,,GIMME SOME TRUTH.,Every man has a woman who loves him Rain or shine or life or death If he finds her in this lifetime He will know when he presses his ear to her breast Why do I roam when I know you're the one? Why do I laugh when I feel like crying? Every woman has a man who loves her Rise or fall of her life and in death If she finds him in this lifetime She will know when she looks into his eyes Why do I roam when I know you're the one? Why do I run when I feel like holding you? Every man has a woman who loves him If he finds her in this lifetime He will know
(Forgive Me) My Little Flower Princess,John Lennon,16450,"{'year': 1984, 'month': 1, 'day': 9}",Milk and Honey," Forgive me, my little flower princess For crushing your delicateness Forgive me, if you could forgive me  Forgive me, my little flower princess For my utter selfishness Forgive me, forgive me  Well, I know there is no way to repay you Whatever it takes I will try to The rest of my life I will thank you Thank you, thank you, my little  If you forgive me, my little flower princess Never too late unless you can't Mmm mmm  Time is on our side Let's not waste another minute Because I love you, my little friend I really love you
 Give me just one more chance And I'll show you Take up the dance where we left off The rest of our life is the, my little  I'm home"
‘Fortunately’,John Lennon,16450,,,"- ""Yes, fortunately we both agree"" - ""Unfortunately, not always."" - ""In the end. I wonder what's gonna happen."""" - ""Fortunately we don't know"""
Free as a Bird,John Lennon,16450,,," Free as a bird  Free as a bird It's the next best thing to be Free as a bird  Home Home and dry Like a homing bird I'll fly As a bird on wings  Whatever happened to The life that we once knew? Whatever happened to The life that we once knew? (Hmm, hmm, hmm)  Free as a bird It's the next best thing to be Free as a bird
 Home Home and dry Like a homing bird I'll fly A bird on wings  Free as a bird (Doo, doo, doo, doo, doo, doo, doo, doo) (Doo, doo, doo, doo)  Free as a bird It's the next best thing to be"
Geraldo Rivera - One To One Concert,John Lennon,16450,,,"""One sentence about the next act. Yesterday I said I was concerned we weren't really raising enough money so he looked at me and said ""not only will we perform for free but we'll give you $60.000 in cash for the mentally retarded. Ladies and Gentlemen, the ..........?............. John Lennon and Yoko Ono!"""
Gimme Some Truth,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," I'm sick and tired of hearing things From uptight, short-sighted, narrow-minded hypocritics All I want is the truth Just give me some truth  I've had enough of reading things By neurotic, psychotic, pig-headed politicians All I want is the truth Just give me some truth  No short-haired, yellow-bellied, son of Tricky Dicky Is going to Mother Hubbard soft soap me With just a pocketful of hope Money for dope Money for rope Oooh oh   No short-haired, yellow-bellied, son of Tricky Dicky Is going to Mother Hubbard soft soap me With just a pocketful of soap Money for dope Money for rope
 I'm sick to death of seeing things From tight-lipped, condescending, mama's little chauvinists All I want is the truth Just give me some truth, now  I've had enough of watching scenes With schizophrenic, egocentric, paranoiac, prima-donnas All I want is the truth, now-now Just give me some truth  No short-haired, yellow-bellied, son of Tricky Dicky Is going to Mother Hubbard soft soap me With just a pocketful of soap Money for dope Money for rope  Ah, I'm sick to death of hearing things From uptight, short-sighted, narrow-minded hypocrites All I want is the truth, now Just give me some truth now  I've had enough of reading things By neurotic, psychotic, pig-headed politicians All I want is the truth, now Just give me some truth, now
 All I want is the truth, now Just give me some truth, now All I want is the truth Just give me some truth All I want is the truth Just give me some truth All I want is the truth"
Give Me Some Truth,John Lennon,16450,,,"I'm sick and tired of hearing things From uptight, short-sighted, narrow-minded hypocritics All I want is the truth Just gimme some truth I've had enough of reading things By neurotic, psychotic, pig-headed politicians All I want is the truth Just gimme some truth No short-haired, yellow-bellied, son of tricky dicky Is gonna mother hubbard soft soap me With just a pocketful of hope Money for dope Money for rope No short-haired, yellow-bellied, son of tricky dicky Is gonna mother hubbard soft soap me With just a pocketful of hope Money for dope Money for rope I'm sick to death of seeing things From tight-lipped, condescending, mama's little chauvinists All I want is the truth Just gimme some truth now
I've had enough of watching scenes Of schizophrenic, ego-centric, paranoiac, prima-donnas All I want is the truth now Just gimme some truth No short-haired, yellow-bellied, son of tricky dicky Is gonna mother hubbard soft soap me With just a pocketful of hope It's money for dope Money for rope Ah, I'm sick and tired of hearing things From uptight, short-sighted, narrow-minded hypocrites All I want is the truth now Just gimme some truth now I've had enough of reading things By neurotic, psychotic, pig-headed politicians All I want is the truth now Just gimme some truth now All I want is the truth now Just gimme some truth now All I want is the truth Just gimme some truth All I want is the truth Just gimme some truth"
