song_name,artist_name,artist_id,release_date,album_name,Lyrics
I Am the Walrus,The Beatles,586,"{'year': 1967, 'month': 11, 'day': 24}",Magical Mystery Tour," I am he as you are he as you are me And we are all together See how they run like pigs from a gun See how they fly I'm cryin'  Sitting on a cornflake Waiting for the van to come Corporation tee-shirt, stupid bloody Tuesday Man, you've been a naughty boy You let your face grow long  I am the eggman They are the eggmen I am the walrus Goo goo a'joob  Mister City policeman sitting Pretty little policemen in a row See how they fly like Lucy in the sky See how they run I'm cryin', I'm cryin' I'm cryin', I'm cryin'
 Yellow-matter custard Dripping from a dead dog's eye Crabalocker fishwife, pornographic priestess Boy, you've been a naughty girl You let your knickers down  I am the eggman They are the eggmen I am the walrus Goo goo a'joob  Sitting in an English garden waiting for the sun If the sun don't come, you get a tan From standing in the English rain  I am the egg man (Now good sir, what are you?) They are the egg men (A poor man, made tame to fortune's blows) I am the walrus Goo goo goo joob (Good pity) G'goo goo g'joob  Expert, textpert, choking smokers Don't you think the joker laughs at you? (Ho ho ho, hee hee hee, ha ha ha) See how they smile like pigs in a sty See how they snied I'm cryin'
 Semolina pilchard Climbing up the Eiffel Tower Elementary penguin singing Hare Krishna Man, you should have seen them kicking Edgar Allan Poe  I am the eggman, they are the eggmen I am the walrus Goo goo g'joob g'goo goo g'joob Goo goo a'joob g'goo goo g'joob, g'goo Joob! Joob! Joob!  Joob! Joob! Joob! Joob! Joob! Joob! Joob! Joob! Joob! Joob! Joob! Joob!  Umpa, umpa, stick it up your jumper Everybody's got one, everybody's got one “Villain, take my Purse If ever thou wilt thrive, bury my Body And give the Letters which thou findst about me To Edmund Earl of Gloucester: seek him out upon the English Party Oh, untimely death, death–” “I know thee well, a serviceable Villain; as duteous to the Vices of thy Mistress as badness would desire” “What, is he dead?” “Sit you down, Father; rest you”"
I Call Your Name,The Beatles,586,"{'year': 1964, 'month': None, 'day': None}",The Beatles’ Second Album," I call your name But you're not there Was I to blame For being unfair? Oh, I can't sleep at night Since you've been gone I never weep at night I can't go on  Don't you know I can't take it? I don't know who can I'm not gonna make it I'm not that kind of man  Oh, I can't sleep at night But just the same I never weep at night I call your name Oh!   Don't you know I can't take it? I don't know who can I'm not gonna make it I'm not that kind of man
 Oh, I can't sleep at night But just the same I never weep at night I call your name  I call your name I call your name Woo, I call your name"
I don’t know why I’m moaning (speech),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",,"John: I mean, you see what happens when we’re just grooving to music, the whole place changes. And that… If we’re were doing them well, on the day, without anything. It should come over. We got to do it, you know. Paul: Yeah. John: Suggestive. And if we… Paul: I don’t know where I’m going. John: It’s just a… You want to know the last number, you know. A day in the life. George: The thing that has worked out best, ever, haven’t been planned anymore than this. You just go in to something and it does it itself, you know, whatеver it’s gonna be, it becomеs. John: See, it’s turned down, that for that. And it’s not what Paul wants, like… You know it like it’s in. It saves his number the whole show. It turn, it’s compromised, so it’s actually, turned in to our number than his number, that’s all. Paul: And that’s alright you know. John: It’s alright. But that’s what’s bugging me really. It’s a different number, you know. It’s turned into a rock number as opposed to a quite number or something like that. And a… it’s just that really."
I Don’t Want to Spoil the Party,The Beatles,586,"{'year': 1963, 'month': 12, 'day': 4}",Beatles for Sale,"  I don't want to spoil the party, so I'll go I would hate my disappointment to show There's nothing for me here, so I will disappear If she turns up while I'm gone, please let me know  I've had a drink or two, and I don't care There's no fun in what I do when she's not there I wonder what went wrong, I've waited far too long I think I'll take a walk and look for her  Though tonight she's made me sad I still love her If I find her, I'll be glad I still love her  I don't want to spoil the party, so I'll go I would hate my disappointment to show There's nothing for me here, so I will disappear If she turns up while I'm gone, please let me know
  Though tonight she's made me sad I still love her If I find her, I'll be glad I still love her  Though I've had a drink or two, and I don't care There's no fun in what I do if she's not there I wonder what went wrong, I've waited far too long I think I'll take a walk and look for her "
I Feel Fine,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",Beatles ’65," Baby's good to me, you know She's happy as can be, you know She said so  I'm in love with her and I feel fine  Baby says she's mine, you know She tells me all the time, you know She said so  I'm in love with her and I feel fine  I'm so glad that she's my little girl She's so glad, she's telling all the world  That her baby buys her things, you know He buys her diamond rings, you know She said so  She's in love with me and I feel fine, mmm
  Baby says she's mine, you know She tells me all the time, you know She said so  I'm in love with her and I feel fine  I'm so glad that she's my little girl She's so glad, she's telling all the world  That her baby buys her things, you know He buys her diamond rings, you know She said so  She's in love with me and I feel fine She's in love with me and I feel fine, mmm"
If I Fell,The Beatles,586,"{'year': 1964, 'month': 7, 'day': 10}",A Hard Day’s Night," If I fell in love with you Would you promise to be true And help me understand? 'Cause I've been in love before And I found that love was more Than just holding hands  If I give my heart to you I must be sure From the very start that you Would love me more than her  If I trust in you, oh, please Don't run and hide If I love you too, oh, please Don't hurt my pride like her  'Cause I couldn't stand the pain And I Would be sad if our new love Was in vain
 So, I hope you see that I Would love to love you And that she will cry When she learns we are two  'Cause I couldn't stand the pain And I Would be sad if our new love Was in vain  So, I hope you see that I Would love to love you And that she will cry When she learns we are two  If I fell in love with you"
If I Needed Someone,The Beatles,586,"{'year': 1965, 'month': 12, 'day': 3}",Rubber Soul," If I needed someone to love You're the one that I'd be thinking of If I needed someone  If I had some more time to spend Then I guess I'd be with you my friend If I needed someone  Had you come some other day Then it might not have been like this But you see now I'm too much in love  Carve your number on my wall And maybe you will get a call from me If I needed someone Ah, ah, ah, ah  If I had some more time to spend Then I guess I'd be with you my friend If I needed someone
 Had you come some other day Then it might not have been like this But you see now I'm too much in love  Carve your number on my wall And maybe you will get a call from me If I needed someone Ah, ah"
I Forgot To Remember To Forget,The Beatles,586,,Live At The BBC. Disk 2, I forgot to remember to forget her I can't seem to get her off my mind I thought I'd never miss her But I've found out somehow I think about her almost all the time   Well the day she went away I made myself a promise That I'd soon forget we'd ever met But something sure is wrong Because I'm so blue and lonely I forgot to remember to forget
If You Love Me Baby,The Beatles,586,,The Savage Young Beatles,"If you leave me, baby I don't know what I´ll do I guess I would die, sweetheart If I don't get a kiss from you Take out some insurance on me, baby Take out some insurance on me, baby Well, if you ever, ever say goodbye I'm gonna go right home and die Oh, if you want me, baby You've gotta come to me Mm, I'm just like a stump in a field You just can't move me Take out some insurance on me, baby Ooh, some insurance on me, baby Well, if you ever, ever say goodbye I'm gonna go right home and die Well, if you want me, baby Mm, you've gotta come to me I'm just like a stump in a field You just can't move me Well, if you want me, baby Mm, you've gotta come to me I'm just like a stump in a field You just can't move me Well, if you leave me, baby I don't know what I´ll do I guess I would die, sweetheart If I don't get a kiss from you Take out some insurance on me, baby Mm, some god damned insurance on me, baby If you ever, ever say goodbye I'm gonna go right home and die"
If You’ve Got Trouble,The Beatles,586,"{'year': 1996, 'month': 3, 'day': 18}",Anthology 2,"If you've got trouble then you got less trouble than me You say you're worried, you can't be as worried as me (Ohh) You're quite content to be bad with all the advantage you had over me Just 'cause you're troubled then don't bring your troubles to me I don't think it's funny when you ask for money for things Especially when you're standing there wearing diamonds and rings (Ohh) You think I'm soft in the head, well try someone softer instead pretty thing It's not so funny when you know what money can bring You better leave me alone I don't need a thing from you You better take yourself home Go and count a ring or two If you've got trouble then you got less trouble than me You say you're worried, you can't be as worried as me You're quite content to be bad with all the advantage you had over me Just 'cause you're troubled then don't bring your troubles to me (Ah rock on, anybody) You better leave me alone I don't need a thing from you You better take yourself home Go and count a ring or two
If you've got trouble then you got less trouble than me You say you're worried, you can't be as worried as me (Ohh) You're quite content to be bad with all the advantage you had over me Just 'cause you're troubled then don't bring your troubles to me Just 'cause you're troubled then don't bring your troubles to me"
I Got A Woman,The Beatles,586,,," Well, I got a woman way cross town She's good to me, oh ho yeah Said I got a woman way cross town She's good to me, oh yeah  She gives me money every time I need Yes, you know she's a kind of friend indeed Said I got a woman way cross town She's good to me, oh ho yeah She says she loves me early in the morning Just for me, oh ho yeah She says she loves me early in the morning Just for me, oh yeah She says she loves me just for me, yeah You know she loves me so tenderly Said I got a woman way cross town She's good to me, oh yeah Ow! She's there to love me All day and night Never grumbles or fusses Just treats me right Never running in the streets Leave me alone She knows a woman's place Is right back there with her hanging around the home
  Well, she's my baby, don't you understand That I, I, I, I, I'm her loving man Said I got a woman way cross town She's good to me, oh ho yeah Well, that much is alright Well, that much is alright  I got a woman Way cross town She's good to me Oh ho ho yeah"
I Got To Find My Baby,The Beatles,586,,Live At The BBC. Disk 2," I'm gonna search this town From door to door Love I crave I can't find no more  I gotta find my baby I declare that ain't no lie I ain't had no real good loving Since that woman said goodbye  You know I hate to see the sun Sinking to the west 'Cause I know my whole life's Gonna be one solid mess  I gotta find my baby I declare that ain't no lie I ain't had no real good loving Since that woman said goodbye  Well ever since the day That she said we were through I've been nervous And shook up too
 I gotta find my baby I declare that ain't no lie I ain't had no real good loving Since that woman said goodbye  Well I don't care if the last thing I ever do in my life I wanna find that little woman Make her my wife  I gotta find my baby I declare that ain't no lie I ain't had no real good loving Since that woman said goodbye"
